Lifetime_Value,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity
2485.59,32.0,4.3,12.0,34.0,14.3,40.6,53.2,25.3,4.0,40.3,,51.3,3.7,5.0,4.0,1.0
727.43,47.0,2.2,4.0,20.0,1.0,1.2,6.8,12.5,12.0,71.6,1.0,41.4,0.4,7.0,0.0,1.0
1896.63,40.0,1.1,18.0,42.4,8.1,28.7,,20.7,44.0,46.1,3.0,48.72,12.2,6.0,7.0,5.0
955.22,18.0,6.6,0.0,22.7,3.1,11.0,42.1,6.3,54.0,61.5,1.0,20.4,10.7,5.0,0.0,3.0
4205.12,54.0,5.9,29.0,50.8,17.4,40.9,83.2,32.8,16.0,16.8,6.0,29.5,18.5,5.0,4.0,2.0
730.55,47.0,1.7,8.0,25.8,7.3,16.9,26.7,28.6,74.0,69.4,6.0,,4.3,7.0,1.0,3.0
348.23,40.0,5.6,12.0,20.1,1.0,8.6,4.6,19.0,4.0,72.8,2.0,75.6,6.8,8.0,,2.0
1702.76,39.0,2.2,14.0,24.3,7.7,20.8,39.1,36.8,13.0,51.6,2.0,28.8,,7.0,6.0,2.0
1191.33,46.0,1.2,6.0,33.7,7.6,20.0,43.7,24.5,155.0,54.6,4.0,75.96,5.0,6.0,2.0,3.0
722.68,65.0,5.1,3.0,28.6,5.1,18.3,0.0,12.2,,71.5,5.0,38.2,8.4,4.0,2.0,3.0
1633.21,48.0,4.0,3.0,14.5,4.7,,32.6,3.6,6.0,71.7,3.0,60.9,3.1,8.0,0.0,4.0
2305.52,41.0,2.9,17.0,28.8,,24.4,45.6,33.0,6.0,53.4,3.0,90.1,1.8,8.0,4.0,5.0
1187.98,23.0,2.4,12.0,31.2,8.9,20.2,43.0,9.9,1.0,56.3,6.0,57.0,5.3,5.0,4.0,5.0
866.92,39.0,1.0,0.0,24.7,5.9,9.5,40.6,5.2,5.0,77.1,,24.4,1.5,2.0,,1.0
3236.67,47.0,2.3,9.0,,9.6,20.1,28.7,6.7,10.0,65.1,7.0,31.4,15.5,6.0,5.0,1.0
1626.91,36.0,1.3,11.0,20.5,5.7,8.6,3.3,4.5,13.0,62.4,1.0,20.4,3.8,6.0,2.0,4.0
2006.48,31.0,0.2,11.0,24.4,6.7,16.6,0.0,0.0,2.0,73.9,1.0,83.28,5.3,7.0,0.0,4.0
2477.38,44.0,1.4,21.0,39.7,11.9,27.7,58.7,25.4,26.0,48.7,,27.12,7.2,5.0,4.0,5.0
335.38,26.0,0.6,10.0,22.9,9.0,17.1,,22.3,6.0,59.1,6.0,43.1,13.9,5.0,0.0,5.0
621.96,48.0,3.3,9.0,16.3,8.5,18.1,26.4,,15.0,72.4,0.0,60.24,12.8,3.0,1.0,3.0
724.11,32.0,1.8,0.0,23.2,,16.2,0.0,27.7,3.0,55.4,0.0,27.0,3.6,5.0,1.0,3.0
775.15,18.0,5.1,8.0,14.1,5.0,18.3,41.3,,89.0,72.4,3.0,31.1,2.8,5.0,1.0,3.0
840.26,32.0,0.3,6.0,15.8,4.8,0.0,32.5,1.3,0.0,62.7,,84.4,16.5,6.0,2.0,2.0
3114.02,37.0,2.8,12.0,26.5,15.2,32.7,43.0,32.5,52.0,35.3,9.0,18.7,1.7,0.0,7.0,1.0
754.86,44.0,2.0,2.0,,7.6,,,1.7,22.0,76.9,1.0,28.1,6.3,6.0,2.0,2.0
1477.93,43.0,1.9,23.0,33.2,10.9,27.9,66.5,33.2,75.0,42.7,8.0,28.9,,4.0,2.0,1.0
1291.28,22.0,2.7,18.0,22.5,9.1,,39.3,8.5,78.0,77.0,2.0,5.5,1.9,4.0,3.0,
1001.5,39.0,3.3,9.0,19.9,8.9,14.0,0.0,,42.0,56.1,2.0,,3.1,9.0,1.0,3.0
1553.98,31.0,9.8,7.0,10.6,7.2,6.1,10.2,8.1,17.0,64.4,2.0,21.2,8.3,4.0,0.0,4.0
109.61,33.0,1.4,8.0,,4.7,0.2,0.0,6.0,3.0,91.3,1.0,76.8,4.5,9.0,1.0,1.0
957.25,26.0,5.5,4.0,21.4,8.7,11.5,26.3,0.0,3.0,72.0,2.0,37.32,5.0,7.0,1.0,1.0
935.72,37.0,2.6,0.0,12.0,8.2,16.1,2.8,8.0,14.0,66.2,2.0,73.67999999999999,2.8,8.0,2.0,1.0
1339.91,75.0,3.7,11.0,23.4,6.1,19.4,27.4,4.0,38.0,58.7,4.0,80.28,8.1,9.0,2.0,2.0
1278.81,60.0,1.7,14.0,32.1,15.0,33.3,70.9,33.9,9.0,33.7,7.0,16.6,13.2,6.0,,3.0
469.07,26.0,1.5,3.0,17.2,,1.1,40.1,,47.0,64.8,0.0,,,5.0,0.0,
2148.01,38.0,1.8,29.0,58.0,17.6,43.0,61.9,49.7,14.0,24.5,14.0,22.4,1.4,1.0,2.0,2.0
410.99,34.0,0.7,0.0,17.8,,,0.0,6.6,14.0,62.0,0.0,66.5,8.2,9.0,1.0,2.0
718.21,39.0,0.9,0.0,23.7,4.6,6.1,26.8,15.3,35.0,64.6,3.0,20.4,12.8,8.0,0.0,2.0
1794.86,48.0,0.4,14.0,24.6,10.4,25.9,26.0,22.3,20.0,50.3,5.0,41.2,1.6,7.0,4.0,3.0
3636.85,36.0,1.7,27.0,49.4,15.5,39.4,61.6,34.9,16.0,33.3,8.0,13.32,3.2,3.0,5.0,5.0
2452.19,29.0,1.0,17.0,34.2,14.8,38.0,67.0,37.4,146.0,50.7,7.0,56.52,7.0,4.0,4.0,2.0
266.58,,10.0,1.0,22.3,2.1,6.9,0.0,0.0,3.0,70.5,1.0,50.1,5.2,7.0,1.0,2.0
209.3,23.0,1.5,11.0,7.2,7.0,16.3,0.0,0.2,1.0,61.3,2.0,46.8,5.2,9.0,2.0,4.0
2612.93,40.0,0.3,17.0,29.6,5.2,28.4,,9.4,9.0,71.9,7.0,58.1,7.3,5.0,4.0,2.0
1259.81,20.0,5.3,11.0,25.9,6.1,23.6,2.5,15.3,6.0,50.1,4.0,28.4,11.1,5.0,4.0,3.0
2370.96,25.0,3.4,13.0,28.8,,25.1,43.6,41.3,7.0,50.6,8.0,29.879999999999995,6.0,6.0,2.0,3.0
1893.85,46.0,7.2,7.0,26.6,9.8,,38.6,23.9,8.0,53.5,3.0,61.67999999999999,3.1,7.0,2.0,1.0
1264.8,29.0,0.6,11.0,38.8,8.9,,39.6,6.6,2.0,54.1,7.0,48.7,2.2,4.0,2.0,4.0
2430.37,18.0,2.6,27.0,47.6,,34.2,55.0,47.7,18.0,34.4,9.0,20.52,15.3,2.0,5.0,4.0
3177.7,29.0,3.6,14.0,38.0,11.9,24.1,,23.1,8.0,65.0,4.0,46.68,8.8,6.0,1.0,
1127.11,28.0,6.4,8.0,16.9,8.9,8.1,18.1,,5.0,70.6,4.0,,0.9,5.0,0.0,2.0
2638.37,22.0,0.5,29.0,46.4,16.5,29.9,54.5,51.3,8.0,39.2,15.0,70.2,,3.0,8.0,4.0
886.83,44.0,5.7,12.0,20.8,7.4,18.2,49.0,6.4,,63.8,6.0,40.0,,4.0,3.0,4.0
1573.69,19.0,1.9,11.0,24.0,7.1,11.5,21.0,30.7,10.0,54.4,3.0,23.4,6.3,5.0,3.0,1.0
1224.01,30.0,3.6,3.0,,4.4,17.2,,,2.0,68.5,1.0,76.2,14.4,10.0,1.0,2.0
1975.03,39.0,3.4,20.0,45.6,11.8,31.2,59.9,41.9,51.0,28.1,7.0,53.9,2.5,7.0,7.0,4.0
1465.56,33.0,1.8,2.0,21.0,7.3,6.8,0.0,4.8,3.0,60.2,3.0,33.2,18.5,7.0,1.0,1.0
484.0,33.0,4.5,11.0,28.6,8.9,16.7,15.9,16.3,21.0,62.5,3.0,30.0,20.6,7.0,1.0,1.0
307.86,29.0,6.1,0.0,8.2,1.0,,0.2,0.0,8.0,63.7,0.0,21.5,10.5,8.0,0.0,1.0
1782.71,23.0,5.9,23.0,24.1,9.9,20.5,35.4,22.2,10.0,60.5,8.0,43.2,3.3,3.0,,3.0
528.17,,1.0,8.0,18.1,1.5,2.0,31.2,,20.0,60.5,0.0,27.6,3.2,2.0,0.0,5.0
421.64,45.0,3.0,3.0,23.3,5.1,5.8,0.0,,4.0,80.9,1.0,37.0,4.6,6.0,1.0,3.0
1510.74,32.0,0.8,15.0,31.7,5.7,19.7,24.2,15.2,37.0,55.6,6.0,62.8,3.9,3.0,,4.0
907.41,40.0,1.3,7.0,26.9,5.7,15.4,0.0,12.4,25.0,71.8,4.0,45.1,12.3,9.0,,2.0
2071.19,51.0,0.5,25.0,40.7,11.8,28.8,59.7,24.3,100.0,37.2,4.0,47.8,3.2,5.0,8.0,2.0
3425.96,45.0,3.2,15.0,25.5,9.8,17.2,50.9,37.3,,36.9,9.0,49.2,20.1,5.0,1.0,3.0
5321.81,22.0,2.6,23.0,39.3,15.4,41.8,83.0,50.1,12.0,18.7,8.0,50.3,0.7,4.0,9.0,1.0
1336.2,43.0,1.5,5.0,23.7,6.5,10.3,9.2,4.8,18.0,61.0,2.0,73.32,3.2,7.0,3.0,4.0
2490.38,50.0,0.3,10.0,21.5,7.6,16.3,25.5,14.6,28.0,45.4,1.0,31.44,1.6,5.0,1.0,3.0
2391.89,31.0,0.2,32.0,44.6,18.4,32.6,78.0,31.0,11.0,34.8,12.0,64.4,,2.0,,1.0
441.43,18.0,3.4,9.0,21.2,4.1,9.0,35.7,,58.0,54.5,4.0,65.7,1.5,8.0,0.0,3.0
483.3,32.0,6.4,0.0,18.7,5.7,3.3,,0.0,42.0,76.3,1.0,61.8,2.1,9.0,1.0,1.0
208.93,40.0,2.4,8.0,18.0,8.1,,9.3,5.8,1.0,64.8,2.0,28.2,,9.0,2.0,1.0
1563.55,45.0,1.3,13.0,14.4,6.0,5.3,17.1,16.5,,79.3,3.0,47.0,4.9,4.0,5.0,2.0
818.26,31.0,1.8,0.0,28.2,6.7,,19.2,2.9,109.0,67.9,3.0,63.6,1.7,6.0,1.0,1.0
579.32,18.0,0.8,3.0,,7.4,13.3,,9.7,24.0,71.6,1.0,25.8,7.2,6.0,1.0,5.0
718.65,22.0,8.6,8.0,25.3,8.3,,17.5,35.5,5.0,69.1,5.0,,0.1,6.0,6.0,5.0
1599.52,42.0,3.3,11.0,5.3,3.8,10.4,0.4,3.2,19.0,79.8,0.0,41.2,1.3,9.0,0.0,2.0
2336.19,61.0,7.0,19.0,40.2,11.0,,42.3,46.9,7.0,18.6,9.0,44.9,2.3,8.0,0.0,5.0
645.32,37.0,5.4,7.0,10.7,2.8,7.1,1.4,12.6,84.0,84.2,0.0,44.9,17.2,6.0,0.0,3.0
436.47,53.0,3.1,10.0,12.6,3.2,4.2,,21.5,21.0,70.7,0.0,61.7,8.8,12.0,0.0,1.0
2626.54,25.0,2.8,19.0,20.2,6.8,23.5,,15.3,69.0,80.6,0.0,57.35999999999999,3.5,1.0,2.0,1.0
2235.89,30.0,2.3,28.0,50.1,16.9,44.1,65.2,47.6,20.0,28.7,,42.2,8.0,2.0,4.0,1.0
506.21,18.0,7.0,13.0,,5.0,16.7,15.1,10.7,3.0,62.3,3.0,31.2,0.5,4.0,1.0,5.0
1246.3,42.0,1.6,6.0,27.0,8.5,28.0,,33.0,53.0,64.1,2.0,30.9,5.6,7.0,3.0,4.0
1773.04,27.0,7.0,20.0,26.0,9.3,22.3,0.0,4.0,20.0,70.4,5.0,56.28,13.5,4.0,2.0,4.0
538.54,45.0,2.5,6.0,15.4,9.1,,3.6,11.5,,70.0,4.0,28.8,0.9,3.0,1.0,1.0
235.39,31.0,2.9,0.0,18.5,9.5,7.4,18.6,3.1,34.0,74.4,,14.2,3.6,8.0,1.0,
4684.74,62.0,1.9,28.0,51.2,14.1,30.5,57.8,36.3,18.0,30.6,11.0,79.3,0.3,1.0,9.0,
1291.56,59.0,4.8,15.0,34.4,12.4,17.6,60.3,39.5,16.0,52.2,4.0,54.7,0.8,4.0,3.0,4.0
125.61,18.0,2.0,8.0,9.6,2.2,11.6,10.1,6.9,47.0,65.1,0.0,20.16,1.7,6.0,1.0,4.0
1656.34,45.0,0.3,9.0,24.8,5.3,20.8,19.3,,109.0,51.8,4.0,39.1,8.8,5.0,3.0,2.0
235.18,29.0,4.2,3.0,12.0,4.5,8.6,0.0,3.1,18.0,73.3,1.0,15.6,8.6,6.0,0.0,1.0
1666.77,45.0,0.4,7.0,21.7,7.0,20.7,48.9,30.3,1.0,69.5,4.0,50.2,2.3,3.0,0.0,4.0
1853.65,,1.8,21.0,37.0,9.1,,44.8,49.0,7.0,45.6,7.0,,7.5,3.0,4.0,4.0
946.57,55.0,4.0,2.0,20.4,,18.6,37.9,3.0,25.0,48.4,4.0,43.08,5.7,4.0,0.0,2.0
3315.5,50.0,0.7,13.0,36.1,12.2,34.3,38.9,15.4,12.0,37.7,5.0,56.76,1.1,1.0,4.0,
1300.49,21.0,5.3,17.0,36.8,11.9,26.9,49.7,35.0,59.0,47.2,8.0,47.4,16.1,2.0,7.0,2.0
1432.19,,1.8,15.0,34.6,11.4,25.8,0.0,9.3,10.0,58.2,10.0,36.6,10.6,5.0,,3.0
879.12,39.0,1.6,1.0,10.9,,8.3,5.9,11.0,31.0,68.1,,50.7,2.8,8.0,1.0,1.0
571.48,46.0,2.3,2.0,16.9,4.9,17.3,0.0,24.0,71.0,85.6,1.0,39.6,1.7,8.0,1.0,2.0
2134.28,37.0,2.0,29.0,48.9,16.9,35.9,37.8,45.1,2.0,25.2,7.0,50.2,7.7,5.0,9.0,2.0
2192.45,47.0,8.4,19.0,47.0,11.9,34.5,64.4,41.5,8.0,34.4,7.0,22.5,8.5,3.0,7.0,2.0
1360.53,37.0,4.0,17.0,29.9,8.1,,6.4,1.4,30.0,69.9,7.0,39.0,11.9,6.0,3.0,1.0
405.5,45.0,1.9,3.0,17.5,5.3,10.7,9.6,9.9,44.0,66.4,0.0,14.76,7.7,8.0,0.0,2.0
2027.74,21.0,1.5,29.0,59.6,19.1,28.3,90.6,49.7,9.0,5.9,9.0,42.6,5.4,1.0,11.0,1.0
2957.11,37.0,8.2,15.0,39.3,14.4,24.3,59.6,23.6,13.0,52.6,12.0,45.96,2.8,7.0,3.0,
494.74,51.0,6.1,7.0,7.7,,16.5,25.1,0.0,12.0,76.8,2.0,41.9,2.4,12.0,1.0,1.0
1780.22,54.0,6.6,13.0,27.4,12.6,17.3,26.9,30.7,1.0,41.0,6.0,62.2,4.0,7.0,2.0,1.0
1880.33,40.0,2.7,16.0,40.3,12.8,12.1,35.5,36.3,7.0,51.2,6.0,81.7,5.4,4.0,6.0,2.0
3101.07,36.0,6.2,20.0,40.9,14.0,36.3,30.5,27.3,18.0,62.5,4.0,37.9,0.8,6.0,3.0,2.0
1730.2,54.0,4.0,6.0,38.2,10.8,30.9,58.9,47.2,34.0,55.3,,76.8,20.8,5.0,5.0,3.0
128.29,36.0,3.8,0.0,16.4,2.2,,0.0,,40.0,60.2,1.0,24.96,2.5,6.0,1.0,1.0
858.3,51.0,7.9,16.0,25.4,3.0,18.4,18.1,15.1,64.0,75.0,,53.1,7.8,5.0,3.0,1.0
946.71,36.0,1.3,0.0,14.1,2.6,11.4,35.2,1.5,6.0,78.0,0.0,48.24,18.2,8.0,1.0,2.0
990.3,38.0,4.3,15.0,31.4,13.5,34.0,6.8,28.6,68.0,38.2,3.0,70.6,6.6,6.0,8.0,3.0
913.32,24.0,2.3,5.0,25.4,5.1,15.8,0.0,12.8,,79.3,2.0,46.2,2.9,8.0,3.0,2.0
2642.95,23.0,4.7,12.0,18.1,5.4,8.1,21.1,11.0,13.0,64.6,2.0,53.9,11.2,4.0,2.0,4.0
3500.79,49.0,3.3,28.0,58.4,21.3,48.2,72.6,42.4,31.0,12.2,13.0,59.3,3.4,3.0,6.0,1.0
294.14,58.0,2.9,3.0,22.5,9.3,13.0,33.0,16.8,2.0,71.2,1.0,52.0,6.4,8.0,0.0,4.0
1638.75,39.0,3.4,18.0,47.5,10.5,,36.1,39.6,5.0,21.0,3.0,6.7,1.4,3.0,4.0,
238.19,36.0,1.1,4.0,14.4,4.4,8.7,2.0,12.5,87.0,80.2,0.0,,3.2,7.0,2.0,4.0
1922.13,50.0,3.1,19.0,,12.6,9.5,,29.1,2.0,63.5,4.0,47.6,,8.0,5.0,1.0
2444.87,42.0,0.6,18.0,28.7,13.0,27.6,44.2,18.6,63.0,38.6,,62.3,3.2,6.0,,3.0
282.91,18.0,1.5,12.0,,,7.3,30.2,0.0,7.0,78.9,1.0,7.8,,10.0,1.0,2.0
1418.66,49.0,1.1,19.0,41.4,10.3,11.5,25.9,17.1,6.0,58.5,5.0,39.5,5.3,5.0,5.0,5.0
1118.52,21.0,4.9,0.0,26.9,8.8,12.2,26.8,32.4,3.0,36.5,4.0,103.68,6.6,3.0,4.0,3.0
678.05,37.0,2.3,2.0,17.0,4.6,14.8,21.7,0.0,10.0,69.0,1.0,41.2,6.0,3.0,1.0,
522.06,32.0,2.7,9.0,14.1,7.7,17.0,37.2,13.8,3.0,56.9,1.0,30.2,,9.0,2.0,3.0
488.78,30.0,1.4,8.0,13.5,6.1,,,6.1,9.0,54.2,5.0,38.5,,7.0,,2.0
7000.2,38.0,3.4,18.0,41.7,14.0,24.8,41.1,39.1,47.0,23.4,9.0,29.1,6.6,3.0,4.0,2.0
1330.2,48.0,7.4,14.0,22.8,6.7,19.2,24.5,12.3,35.0,44.1,9.0,12.9,0.1,9.0,1.0,1.0
1161.72,38.0,3.0,8.0,27.3,11.2,14.3,60.8,31.4,16.0,59.3,4.0,,2.1,5.0,5.0,2.0
1056.5,54.0,4.2,0.0,9.3,3.3,21.3,28.1,0.0,37.0,64.9,3.0,20.52,20.7,3.0,1.0,4.0
1190.75,56.0,4.8,20.0,34.6,9.2,17.8,22.0,27.4,6.0,56.3,5.0,53.4,14.6,5.0,8.0,2.0
385.45,56.0,1.0,4.0,7.0,2.2,2.0,14.1,1.4,18.0,79.1,,10.9,,9.0,1.0,2.0
794.66,37.0,1.3,20.0,27.5,,12.1,38.6,22.5,65.0,52.8,4.0,9.2,,6.0,1.0,3.0
1213.74,32.0,1.0,4.0,10.4,1.0,6.8,22.2,4.5,30.0,87.2,0.0,29.3,3.9,11.0,0.0,1.0
1229.85,37.0,4.9,11.0,34.6,12.6,25.0,,2.1,3.0,31.6,,22.5,4.3,4.0,1.0,1.0
482.85,51.0,1.3,15.0,14.5,10.1,17.5,29.2,17.0,7.0,71.5,3.0,38.52,7.6,6.0,1.0,2.0
769.96,50.0,3.3,7.0,19.9,,,46.5,49.4,,45.7,3.0,36.0,6.6,3.0,2.0,3.0
764.9,18.0,2.8,7.0,19.8,6.3,8.5,8.5,0.0,6.0,73.4,3.0,79.7,8.9,7.0,3.0,2.0
1813.73,41.0,6.3,0.0,19.3,4.8,18.8,14.6,3.9,80.0,58.6,3.0,,20.0,4.0,2.0,1.0
2300.12,18.0,7.0,14.0,34.2,7.3,16.4,14.7,16.5,3.0,40.2,,48.84,6.0,3.0,5.0,2.0
2091.75,37.0,1.0,20.0,47.1,12.8,29.9,63.3,22.7,13.0,39.2,1.0,90.6,4.0,3.0,3.0,4.0
2146.21,31.0,3.6,13.0,24.1,,18.1,28.4,30.2,31.0,59.3,6.0,,2.0,4.0,4.0,1.0
2804.17,27.0,3.5,17.0,43.3,16.2,30.5,69.7,38.9,40.0,30.2,11.0,,12.7,4.0,3.0,3.0
3549.52,48.0,1.2,31.0,54.6,19.3,40.8,70.4,56.5,4.0,26.9,12.0,28.2,7.6,4.0,9.0,4.0
3649.94,30.0,1.0,14.0,27.3,11.6,38.2,,34.3,61.0,57.7,,17.3,4.0,3.0,2.0,1.0
382.02,37.0,2.7,3.0,19.8,7.1,13.7,12.0,26.8,3.0,62.0,1.0,16.439999999999998,11.2,4.0,1.0,3.0
757.77,26.0,1.8,1.0,15.6,6.0,11.0,17.3,13.0,49.0,59.8,1.0,20.1,10.7,3.0,4.0,2.0
2801.79,38.0,1.0,5.0,19.3,9.5,14.1,0.0,3.5,8.0,75.5,0.0,57.6,1.0,2.0,4.0,3.0
771.89,49.0,0.9,13.0,28.6,5.7,18.8,27.3,36.8,3.0,51.5,4.0,66.7,10.5,3.0,2.0,
3251.4,27.0,1.7,12.0,29.6,8.9,26.0,,25.0,79.0,40.6,4.0,40.440000000000005,12.7,4.0,7.0,1.0
594.92,45.0,2.5,3.0,15.3,9.8,11.0,23.8,20.2,21.0,78.3,0.0,52.2,1.2,7.0,1.0,4.0
657.61,38.0,2.5,17.0,36.9,14.6,,51.0,40.0,19.0,46.8,1.0,20.3,,4.0,5.0,1.0
2880.11,38.0,2.6,15.0,39.8,10.7,24.9,41.8,36.4,36.0,42.2,5.0,75.5,11.3,5.0,,3.0
422.08,33.0,5.1,0.0,19.9,3.4,0.0,0.0,6.6,13.0,86.4,3.0,54.96,,8.0,1.0,4.0
1065.7,47.0,2.3,14.0,29.8,,19.9,18.9,4.8,,72.9,3.0,38.0,8.8,2.0,4.0,4.0
313.1,46.0,2.6,8.0,,3.2,6.9,17.3,5.6,55.0,75.0,2.0,34.8,4.2,9.0,0.0,3.0
1602.89,36.0,3.2,14.0,32.2,8.4,19.6,22.8,0.0,7.0,64.8,3.0,64.4,,9.0,1.0,2.0
1017.72,40.0,1.5,13.0,25.0,9.6,9.0,,29.7,49.0,64.4,2.0,47.6,6.1,8.0,3.0,
1002.24,46.0,2.4,8.0,22.7,8.1,,20.6,24.3,10.0,76.9,3.0,19.2,27.2,6.0,2.0,1.0
1201.63,44.0,0.9,3.0,11.6,5.0,9.1,40.8,9.3,12.0,63.7,4.0,10.9,7.9,9.0,1.0,2.0
343.08,34.0,1.2,0.0,12.5,6.1,3.5,0.0,0.0,18.0,79.8,0.0,47.7,1.6,9.0,0.0,5.0
1746.88,51.0,1.9,9.0,30.1,,24.7,,41.5,29.0,61.4,6.0,71.9,,4.0,4.0,1.0
1259.65,48.0,1.8,7.0,32.0,12.6,,34.4,38.4,19.0,54.5,9.0,,3.2,5.0,7.0,3.0
1188.67,63.0,1.3,7.0,12.1,6.0,16.3,,,69.0,66.6,1.0,49.6,,2.0,1.0,2.0
1665.08,19.0,8.8,15.0,30.1,,26.1,52.2,28.1,43.0,62.5,5.0,38.6,20.2,5.0,4.0,4.0
620.88,46.0,1.3,15.0,30.0,10.0,18.5,32.5,5.6,5.0,48.2,6.0,24.6,4.4,2.0,4.0,3.0
2008.1,51.0,4.2,11.0,33.2,14.6,22.7,55.7,24.4,10.0,58.1,3.0,49.8,2.5,1.0,3.0,3.0
1543.56,50.0,3.5,13.0,29.3,9.2,13.4,41.5,26.5,20.0,65.1,,18.4,9.1,8.0,4.0,5.0
1645.83,34.0,4.6,17.0,26.6,9.6,20.8,,23.5,26.0,62.6,5.0,31.32,11.8,6.0,2.0,2.0
1428.59,21.0,2.6,10.0,35.5,9.7,22.5,50.3,26.4,12.0,68.6,7.0,36.1,0.5,3.0,2.0,2.0
853.92,56.0,3.4,9.0,32.9,9.9,19.8,40.4,32.2,69.0,48.6,1.0,27.48,,5.0,6.0,2.0
1123.87,32.0,2.5,14.0,29.3,7.0,24.0,42.4,33.4,70.0,57.4,1.0,53.8,1.0,3.0,4.0,2.0
389.79,,7.3,1.0,14.3,2.5,12.5,0.0,0.0,5.0,89.7,,16.6,6.6,9.0,0.0,1.0
2636.77,62.0,2.9,10.0,30.7,11.8,27.1,19.7,36.7,11.0,48.8,2.0,44.4,,5.0,5.0,3.0
1591.12,22.0,3.5,7.0,14.8,4.3,19.5,0.0,14.1,58.0,69.6,3.0,,6.6,8.0,2.0,1.0
1354.67,47.0,2.5,13.0,28.0,10.6,14.5,38.8,23.3,6.0,38.0,5.0,36.0,4.9,2.0,0.0,3.0
746.41,28.0,7.6,18.0,24.9,7.0,14.0,50.9,14.7,112.0,63.4,5.0,51.1,2.3,7.0,4.0,2.0
1022.42,28.0,4.4,4.0,33.3,7.4,20.1,9.7,15.4,5.0,40.1,3.0,,2.1,4.0,2.0,3.0
511.91,40.0,0.7,0.0,,1.7,20.1,0.0,7.6,51.0,69.5,6.0,33.72,0.4,4.0,0.0,1.0
1795.69,46.0,3.7,23.0,34.6,13.0,20.8,31.1,19.2,80.0,49.8,5.0,20.88,11.0,7.0,2.0,2.0
3426.21,49.0,0.6,22.0,51.6,16.2,30.1,,45.0,13.0,30.6,8.0,17.6,4.5,4.0,11.0,3.0
593.97,50.0,1.4,0.0,7.2,2.2,8.4,0.0,0.0,11.0,63.1,0.0,42.1,2.2,5.0,0.0,1.0
334.84,29.0,3.2,0.0,13.5,,10.3,1.7,1.1,18.0,70.8,0.0,39.9,1.8,6.0,0.0,4.0
497.75,24.0,2.3,6.0,25.9,7.8,10.4,31.0,11.5,38.0,81.0,5.0,29.4,8.0,9.0,0.0,4.0
884.03,33.0,6.8,2.0,17.7,,20.0,21.2,39.1,1.0,59.2,,55.92,6.8,4.0,3.0,5.0
465.52,42.0,1.4,4.0,5.9,3.4,16.2,14.0,,18.0,87.0,1.0,67.1,,7.0,,2.0
837.45,35.0,0.9,9.0,24.6,6.9,9.8,39.1,,19.0,59.9,3.0,27.3,1.5,7.0,0.0,2.0
1631.5,18.0,1.7,13.0,,9.9,10.6,16.1,14.6,45.0,60.7,2.0,19.6,9.6,6.0,0.0,2.0
749.18,18.0,2.4,13.0,24.6,7.5,15.1,,18.1,28.0,55.0,,9.6,12.6,2.0,0.0,2.0
1767.04,35.0,2.1,18.0,22.3,9.7,25.8,29.3,20.0,2.0,46.8,5.0,20.6,7.8,4.0,9.0,2.0
1988.95,48.0,1.2,14.0,25.1,8.7,24.9,50.7,19.2,6.0,53.1,2.0,32.4,5.8,5.0,5.0,1.0
1406.73,27.0,5.0,11.0,37.4,15.2,19.3,66.0,29.8,26.0,39.7,4.0,15.1,13.5,3.0,2.0,3.0
2747.84,46.0,2.0,28.0,51.1,17.2,37.5,78.2,41.8,51.0,24.9,8.0,77.9,1.1,1.0,6.0,3.0
1838.73,20.0,4.8,9.0,23.7,,19.0,,27.3,89.0,48.9,2.0,35.279999999999994,,6.0,4.0,3.0
851.16,41.0,5.2,10.0,22.0,8.1,27.3,44.2,5.3,9.0,60.8,3.0,41.76,2.4,9.0,3.0,2.0
8987.24,41.0,0.5,10.0,24.0,6.6,19.6,34.6,0.0,25.0,68.3,7.0,21.9,5.5,8.0,2.0,1.0
998.34,43.0,3.6,13.0,17.6,9.6,22.4,51.2,6.3,19.0,50.5,7.0,,9.6,6.0,4.0,2.0
1095.15,25.0,3.5,29.0,44.7,14.8,34.5,48.0,40.8,11.0,23.4,12.0,45.24,2.8,3.0,13.0,1.0
1512.5,19.0,2.7,10.0,26.5,,22.4,41.4,15.4,245.0,63.8,3.0,27.2,5.0,4.0,3.0,5.0
2369.57,46.0,3.7,19.0,54.4,10.8,31.7,43.7,23.4,8.0,43.9,11.0,59.4,,4.0,,3.0
1509.79,19.0,6.0,26.0,52.9,17.8,44.6,76.1,39.9,,14.7,10.0,43.2,10.6,3.0,7.0,4.0
2125.65,28.0,1.2,16.0,23.2,5.9,29.2,22.0,2.1,30.0,57.8,0.0,18.2,10.9,6.0,0.0,3.0
1033.76,54.0,0.9,0.0,19.6,7.7,11.1,13.9,7.7,17.0,78.3,3.0,48.3,4.6,4.0,,4.0
838.81,40.0,3.3,8.0,13.5,6.8,15.4,12.7,15.2,6.0,55.2,2.0,55.8,2.9,12.0,3.0,3.0
832.92,42.0,7.8,6.0,27.7,8.1,15.9,46.5,0.0,14.0,55.7,3.0,21.3,17.8,9.0,2.0,2.0
